Flavor Intensity,Texture Complexity,Spice Profile[0:Mild 1:Medium 2:Balanced 3:Spicy],Freshness Index,Culinary Technique Score,Aroma Richness[0:Low 1:High 2:Moderate 3:Very High],Tastiness
6,4,2,10,8,0,12.592000000000004
10,1,1,10,9,3,-10.944000000000004
6,1,2,7,6,1,-3.054999999999996
8,5,0,9,7,2,3.4460000000000033
9,2,2,6,6,0,-13.465
7,4,1,10,10,3,10.531000000000004
8,3,0,8,7,1,-2.5509999999999966
9,4,1,7,7,3,-6.631000000000002
10,5,3,10,8,0,-1.2049999999999983
6,4,3,9,6,3,6.162000000000003
7,2,1,7,9,1,0.645000000000003
7,5,0,7,10,0,10.725000000000003
8,3,1,7,9,3,-1.8519999999999972
9,2,2,9,6,0,-9.342999999999996
7,1,3,6,10,0,-1.5479999999999947
8,2,3,8,8,3,-5.117999999999997
8,1,0,6,7,2,-10.947999999999997
7,3,3,8,7,0,1.3740000000000059
8,5,3,10,6,3,2.0260000000000047
8,5,1,8,7,0,2.889000000000003
7,5,3,6,7,1,3.249000000000004
6,2,2,6,6,0,-1.347999999999999
9,2,0,9,8,3,-7.155999999999997
8,2,1,8,9,2,-2.5329999999999977
9,1,1,10,9,2,-6.392000000000003
9,3,2,9,9,3,-3.351999999999999
7,2,3,9,9,1,2.975000000000005
7,1,0,6,7,2,-6.908999999999995
10,3,2,7,7,2,-12.933999999999997
10,1,0,7,7,2,-17.652
9,5,0,8,7,3,-2.479999999999999
8,4,3,7,10,2,2.4650000000000016
9,5,2,7,6,1,-4.899999999999999
7,4,0,10,6,2,4.637000000000004
8,2,2,7,8,2,-5.77
7,5,2,8,7,3,5.180000000000005
6,5,0,8,7,1,10.663000000000002
10,4,0,8,10,1,-3.099000000000002
8,5,2,10,7,1,4.9150000000000045
6,2,0,8,10,2,7.408000000000001
8,5,1,8,8,3,3.0040000000000027
7,1,3,10,6,0,-2.667999999999992
8,5,1,6,8,0,1.7950000000000017
10,2,1,9,7,0,-11.519000000000002
10,1,3,8,10,1,-11.430000000000005
7,1,3,8,9,2,-1.4799999999999935
6,2,3,9,8,0,5.873000000000003
8,5,2,8,6,2,3.3306690738754696e-15
7,2,1,8,8,2,-0.14799999999999636
9,1,3,9,8,1,-9.325000000000005
7,2,0,9,8,3,0.9220000000000037
10,3,1,7,7,1,-12.212000000000002
9,2,3,9,7,3,-9.437
9,3,0,9,9,2,-2.4209999999999994
10,3,2,10,6,0,-9.439999999999998
9,2,1,6,10,0,-6.640000000000001
9,5,0,7,10,1,2.1340000000000003
6,2,3,6,9,2,2.3790000000000013
8,2,2,6,6,3,-10.964999999999998
6,2,0,7,8,3,2.2130000000000005
9,1,1,7,8,0,-11.142000000000003
7,1,1,8,10,1,1.1050000000000058
7,1,2,7,6,0,-6.580999999999996
9,5,2,7,10,2,1.203000000000001
8,4,3,8,8,0,1.5570000000000022
6,4,1,7,10,2,10.961000000000002
8,3,2,6,8,2,-4.575999999999997
7,3,1,10,6,0,2.8860000000000063
6,4,3,9,9,3,11.124000000000002
6,3,2,7,10,1,8.697000000000003
7,3,0,7,6,2,-2.0529999999999955
6,4,0,9,9,2,12.264000000000003
10,1,2,9,7,0,-14.296000000000003
6,2,2,7,10,1,6.129000000000001
6,3,0,6,8,1,4.433000000000002
9,1,0,9,7,1,-10.352000000000002
10,1,2,6,8,2,-17.790000000000003
9,2,3,7,8,1,-9.504999999999997
8,3,3,9,8,2,-0.6629999999999951
10,1,2,9,10,3,-10.873000000000003
7,4,3,9,10,2,9.252000000000004
8,3,2,7,7,0,-3.8299999999999965
8,1,1,9,7,1,-6.521999999999997
8,5,0,7,7,3,0.18500000000000183
8,1,3,8,6,2,-10.480999999999995
8,3,1,6,10,3,-1.5719999999999978
7,1,1,7,9,3,-2.948999999999993
8,5,2,8,6,3,-0.5129999999999968
6,4,1,7,6,1,4.858000000000002
8,3,2,8,9,0,0.8520000000000039
9,2,3,10,10,2,-2.5879999999999974
8,2,1,7,9,2,-3.9069999999999965
10,5,1,8,9,1,-2.394
10,4,2,9,9,3,-4.823000000000002
9,5,0,9,7,3,-1.1059999999999985
7,3,1,6,7,2,-1.981999999999996
9,5,1,7,6,3,-5.716999999999999
9,2,2,7,6,1,-12.604000000000001
9,1,3,7,8,3,-13.099000000000002
6,5,0,7,8,3,9.917000000000002
6,4,2,6,7,0,5.442000000000002
6,5,2,9,6,2,9.452000000000004
6,2,3,7,10,0,6.433000000000002
7,1,0,6,10,1,-1.4339999999999957
7,1,2,10,7,2,-1.8309999999999926
6,1,1,7,7,1,-1.1919999999999966
9,5,3,8,9,2,0.714000000000002
9,5,3,9,6,1,-2.360999999999997
10,1,1,9,8,3,-13.972000000000007
9,1,2,9,9,2,-7.975000000000001
10,1,1,8,7,3,-17.000000000000007
10,4,0,10,8,2,-4.172000000000001
9,2,1,8,9,3,-7.084999999999999
6,1,1,9,6,1,-0.09799999999999554
8,2,2,9,8,2,-3.0219999999999967
9,1,2,7,6,2,-15.684999999999999
10,4,2,10,7,1,-5.731
9,3,3,8,7,3,-8.242999999999997
9,3,0,7,10,3,-4.027999999999997
6,5,3,10,8,2,13.925000000000002
10,4,0,6,10,1,-5.847000000000003
9,4,0,10,10,3,2.6620000000000004
6,1,3,9,7,2,0.6250000000000051
7,3,3,8,9,3,3.1430000000000056
8,4,1,6,10,1,2.0220000000000002
6,4,0,9,7,0,9.982000000000003
6,4,3,7,7,2,5.581000000000001
9,1,3,9,6,1,-12.633000000000004
8,3,2,10,7,2,-0.7339999999999949
9,2,3,6,10,2,-8.084
9,4,1,6,6,0,-8.120000000000001
7,3,0,9,6,2,0.6950000000000054
8,4,3,7,8,0,0.1830000000000016
9,3,1,6,8,2,-8.405999999999999
6,4,0,9,8,3,10.097000000000003
10,2,2,6,9,0,-12.541999999999998
7,2,0,6,8,2,-2.6869999999999976
8,3,2,8,8,1,-1.314999999999996
8,2,2,7,6,1,-8.565
6,1,0,6,10,0,3.118000000000002
7,1,3,9,8,0,-0.7339999999999929
9,5,0,10,8,3,1.922000000000002
7,1,2,8,8,3,-3.437999999999994
8,1,3,9,7,3,-7.965999999999996
10,5,0,10,6,1,-4.398999999999999
10,5,1,6,7,2,-8.963000000000001
7,5,3,6,9,0,7.070000000000004
8,3,0,10,7,0,0.7100000000000044
6,5,2,9,8,2,12.760000000000003
6,4,3,7,6,1,4.440000000000001
6,1,2,6,10,1,2.187000000000003
6,5,1,10,9,0,17.023000000000003
9,3,0,9,9,0,-1.3949999999999996
8,1,1,8,6,1,-9.549999999999995
7,5,2,9,8,2,8.721000000000005
6,4,0,9,6,0,8.328000000000003
7,4,2,7,8,2,3.405000000000003
6,4,3,7,9,1,9.402000000000001
6,1,1,8,7,3,-0.8439999999999963
10,5,1,10,6,2,-5.120999999999999
7,3,0,7,9,3,2.396000000000004
9,3,3,8,9,1,-3.908999999999997
9,5,1,10,6,1,-0.5689999999999974
6,1,3,8,8,0,1.9310000000000045
10,1,3,7,9,1,-14.458000000000004
7,1,3,10,10,2,2.9220000000000077
7,4,3,9,6,1,3.1490000000000045
7,2,3,10,6,3,-1.6389999999999945
7,1,3,7,6,3,-8.328999999999992
9,5,0,10,6,0,0.15300000000000225
9,5,3,8,7,2,-2.5939999999999976
6,3,2,9,6,0,5.342000000000004
7,5,3,9,8,3,7.999000000000006
7,3,3,10,6,3,0.9290000000000069
8,4,0,7,7,1,-1.3569999999999993
7,3,3,7,6,3,-3.1929999999999947
8,1,1,6,8,2,-9.502999999999997
6,5,0,8,6,0,9.522000000000002
7,2,0,8,8,3,-0.45199999999999685
9,4,2,9,9,1,0.24200000000000077
9,5,1,6,10,0,1.064
10,4,0,8,6,3,-10.741000000000001
7,5,2,10,10,0,14.429000000000006
9,2,0,10,8,3,-5.781999999999998
8,1,1,8,10,1,-2.9339999999999957
6,3,3,6,6,3,-0.5279999999999974
9,4,1,6,10,1,-2.0170000000000012
9,4,1,9,6,0,-3.9979999999999993
10,5,1,8,9,2,-2.907
9,4,0,7,8,2,-4.254999999999999
8,1,1,9,8,0,-4.354999999999997
8,5,1,9,9,3,6.032000000000004
6,5,3,8,6,0,8.895000000000001
7,5,2,7,9,0,8.653000000000004
7,3,1,7,8,1,1.5590000000000046
7,1,2,7,8,2,-4.298999999999996
6,4,0,9,10,1,14.431000000000003
6,4,1,9,8,2,10.401000000000003
7,2,2,6,9,2,-1.4509999999999972
10,3,3,9,8,2,-8.741000000000003
6,5,1,8,6,0,9.313000000000002
10,3,0,6,8,2,-12.236
8,3,1,7,6,1,-5.787999999999997
8,5,1,6,7,3,-1.3979999999999984
10,5,1,10,8,3,-2.325999999999999
6,1,0,6,10,3,1.579000000000002
8,2,1,10,7,0,-2.0669999999999966
6,5,0,10,9,1,16.719
10,4,2,7,10,1,-4.891
8,5,3,7,7,3,-0.44199999999999706
6,4,2,9,7,3,8.025000000000004
7,3,0,8,7,2,0.9750000000000048
6,2,0,9,7,3,3.3070000000000017
9,1,2,9,8,0,-8.603000000000002
9,5,2,9,10,0,4.977000000000002
6,1,2,6,7,2,-3.2879999999999967
9,1,3,9,9,2,-8.184000000000005
8,5,0,10,7,0,5.846000000000004
7,2,0,7,10,3,1.4820000000000024
10,1,1,8,7,3,-17.000000000000007
7,2,2,7,7,3,-3.8979999999999966
10,2,0,7,9,3,-12.288999999999996
9,1,0,6,10,3,-10.538000000000002
7,4,2,8,8,2,4.7790000000000035
8,1,0,7,7,0,-8.547999999999998
6,5,0,7,7,0,9.802000000000001
6,1,2,10,9,1,6.029000000000005
9,5,2,7,6,2,-5.4129999999999985
9,2,0,8,10,1,-4.196
9,5,1,6,8,0,-2.2439999999999998
7,5,0,10,8,2,10.513000000000005
8,5,0,6,10,1,4.799000000000001
9,4,1,10,8,0,0.684000000000001
10,3,0,6,7,2,-13.89
8,1,2,8,6,0,-9.245999999999995
9,4,2,7,8,2,-4.672999999999998
7,5,0,7,6,2,3.0830000000000037
8,1,0,6,6,2,-12.601999999999997
10,5,1,6,9,0,-4.629000000000001
7,3,1,8,6,3,-1.400999999999995
6,5,1,8,8,3,11.082000000000003
7,5,0,8,8,1,8.278000000000004
8,2,1,6,7,0,-7.562999999999999
10,2,1,7,9,3,-12.498
7,5,1,7,6,1,3.387000000000004
9,2,3,7,8,3,-10.530999999999997
8,4,0,8,6,0,-1.1239999999999988
7,3,0,7,10,1,5.076000000000004
9,3,2,7,8,0,-6.214999999999996
7,3,1,7,7,1,-0.09499999999999542
10,4,0,7,8,1,-7.781000000000001
9,5,1,8,8,2,-0.5219999999999987
10,2,0,8,8,3,-12.568999999999997
6,2,2,7,6,3,-1.5129999999999986
6,5,1,6,6,0,6.565000000000001
8,5,3,7,8,2,1.725000000000003
8,1,0,7,6,2,-11.227999999999998
8,2,0,6,8,1,-6.212999999999999
6,3,3,8,10,0,10.375000000000004
6,1,2,9,9,2,4.142000000000005
6,2,0,10,6,0,4.5660000000000025
9,5,3,9,7,2,-1.2199999999999973
8,4,2,9,8,0,3.1400000000000023
6,3,1,7,7,1,3.9440000000000026
6,2,1,9,6,1,2.4700000000000024
6,1,1,7,6,2,-3.3589999999999964
9,3,2,6,6,1,-11.409999999999998
6,3,2,6,8,2,3.5020000000000024
9,4,1,9,6,0,-3.9979999999999993
7,2,1,10,10,0,6.934000000000005
10,4,3,6,8,3,-10.808000000000002
10,5,3,6,10,1,-3.9060000000000006
7,1,3,6,9,0,-3.2019999999999946
8,1,3,7,10,2,-5.238999999999994
9,2,3,9,9,2,-5.616
10,3,2,9,10,3,-5.737
9,3,2,7,6,0,-9.522999999999996
10,2,0,9,7,2,-12.335999999999999
9,1,3,7,6,1,-15.381000000000002
7,5,3,8,9,3,8.279000000000005
8,4,1,9,7,1,1.1820000000000022
10,5,2,6,6,3,-11.339
6,1,1,9,7,0,2.0690000000000044
8,3,1,7,10,0,1.3410000000000029
9,2,1,9,9,2,-5.198
9,1,2,8,6,3,-14.824
9,2,3,6,8,2,-11.392
10,3,3,7,6,1,-14.284
6,3,2,8,9,1,8.417000000000003
8,1,1,10,10,2,-0.6989999999999947
10,2,1,8,8,0,-11.239
9,2,2,7,6,2,-13.117
7,1,0,9,7,1,-2.273999999999994
6,3,2,10,10,3,11.793000000000005
9,1,2,6,9,1,-11.584000000000001
10,5,0,6,10,2,-3.7920000000000016
8,1,0,7,8,1,-7.406999999999998
10,3,0,7,7,1,-12.002999999999998
8,1,0,6,10,0,-4.959999999999997
6,5,2,6,8,2,8.638000000000002
10,2,3,9,6,2,-14.617
9,4,2,6,9,1,-3.880000000000001
8,2,0,9,10,2,0.7040000000000022
7,5,0,10,9,1,12.680000000000005
7,4,0,6,8,0,3.4750000000000014
6,5,0,6,8,3,8.543000000000001
8,1,1,8,6,3,-10.575999999999995
6,5,1,6,10,2,12.155000000000001
8,4,2,10,7,3,1.3210000000000028
7,5,2,8,8,2,7.347000000000005
8,5,0,10,10,1,10.295000000000003
10,2,3,10,8,3,-10.447999999999999
7,3,3,8,8,3,1.4890000000000057
6,5,1,8,10,0,15.929000000000002
9,3,2,7,8,1,-6.727999999999996
10,2,2,7,9,2,-12.193999999999996
6,4,3,7,10,2,10.543000000000001
9,3,2,9,10,2,-1.184999999999999
9,5,1,7,10,2,1.4120000000000006
9,5,1,7,9,2,-0.24199999999999933
9,5,2,9,9,0,3.323000000000002
8,3,2,7,7,1,-4.342999999999996
9,5,3,9,10,0,4.7680000000000025
7,1,2,10,8,1,0.3360000000000073
10,1,1,6,6,0,-19.863000000000007
7,2,1,8,8,1,0.36500000000000365
9,1,2,6,10,0,-9.417000000000002
6,3,2,8,8,1,6.7630000000000035
7,1,0,6,10,1,-1.4339999999999957
9,2,0,10,9,2,-3.6149999999999984
8,5,1,8,6,0,1.235000000000003
6,5,3,7,6,1,7.008000000000001
9,1,3,6,7,2,-15.614000000000004
8,2,3,6,9,0,-4.672999999999998
6,2,1,8,7,1,2.7500000000000018
10,5,3,6,10,2,-4.4190000000000005
10,4,2,8,8,0,-6.312000000000001
9,5,0,8,10,0,4.021000000000001
10,4,0,10,8,0,-3.146000000000001
7,5,2,10,6,0,7.813000000000006
7,1,3,9,8,3,-2.272999999999993
6,1,0,8,7,2,-0.12199999999999656
6,2,2,10,9,1,8.597000000000003
7,1,0,9,8,3,-1.6459999999999941
9,3,0,8,9,3,-4.307999999999998
8,2,2,6,7,2,-8.797999999999998
7,1,0,7,7,0,-4.508999999999997
6,2,1,9,8,3,4.7520000000000024
6,1,0,9,8,2,2.906000000000004
10,5,2,6,10,3,-4.723000000000001
7,3,0,9,7,1,2.8620000000000054
8,3,2,6,9,1,-2.408999999999997
9,2,3,8,9,2,-6.989999999999998
10,5,3,8,10,1,-1.1579999999999995
7,5,3,9,6,1,5.717000000000006
7,5,1,6,9,3,5.949000000000003
8,1,3,9,8,0,-4.772999999999996
9,5,3,8,9,3,0.20100000000000184
6,2,0,9,9,0,8.154000000000002
9,3,0,8,9,3,-4.307999999999998
7,3,0,10,7,1,4.236000000000006
9,5,0,9,9,3,2.2020000000000013
8,3,2,10,6,2,-2.3879999999999946
10,2,3,8,7,0,-13.311
6,2,0,8,10,1,7.921000000000001
8,2,2,9,9,1,-0.854999999999997
6,3,2,9,6,3,3.803000000000004
9,5,1,7,8,1,-1.3829999999999991
10,2,2,10,7,1,-10.866999999999996
8,5,1,7,7,3,-0.0239999999999978
8,5,3,6,8,1,0.8640000000000024
9,4,2,6,8,0,-5.021000000000001
10,3,2,8,8,3,-10.418999999999999
8,4,1,6,8,2,-1.7989999999999997
6,4,1,9,6,3,6.580000000000004
9,2,2,6,10,2,-7.875
6,3,0,9,9,3,9.183000000000003
10,2,2,8,7,0,-13.101999999999997
10,5,2,10,6,2,-5.329999999999998
8,5,3,9,7,2,2.8190000000000044
9,4,1,10,7,0,-0.9699999999999989
10,4,3,7,10,0,-4.587000000000003
6,2,3,7,6,0,-0.18299999999999805
8,1,0,10,7,0,-4.425999999999995
7,4,1,10,7,1,6.595000000000004
6,1,0,6,7,0,-1.8439999999999976
9,1,1,9,10,3,-6.625000000000005
6,5,1,9,8,2,12.969000000000003
8,4,2,7,10,1,3.187000000000001
10,4,3,8,9,3,-6.406000000000001
7,2,0,10,10,1,6.630000000000004
9,3,0,6,7,0,-8.825
9,1,1,10,7,3,-10.213000000000003
7,4,0,8,9,2,6.851000000000003
7,2,0,6,10,2,0.621000000000002
8,4,3,8,7,2,-1.1229999999999978
8,1,3,7,6,3,-12.367999999999993
6,2,0,8,10,2,7.408000000000001
7,5,2,8,7,0,6.719000000000005
7,1,0,9,7,0,-1.760999999999994
6,2,0,7,7,3,0.5590000000000006
9,5,2,8,6,1,-3.525999999999998
9,3,0,10,10,2,0.6070000000000026
7,2,2,9,6,1,-1.7779999999999951
8,4,0,9,7,0,1.9040000000000017
9,3,1,9,7,0,-4.9119999999999955
6,5,0,6,8,3,8.543000000000001
9,5,2,8,10,2,2.5770000000000017
10,4,1,6,8,1,-9.364000000000003
10,5,2,6,9,3,-6.377000000000001
7,4,2,8,7,3,2.612000000000003
7,1,3,6,6,3,-9.702999999999994
7,2,2,9,6,3,-2.8039999999999954
8,1,1,6,6,2,-12.810999999999996
10,1,0,8,6,3,-18.445000000000004
7,2,1,10,9,3,3.7410000000000045
9,3,0,8,10,2,-2.1409999999999982
6,1,2,9,9,3,3.6290000000000044
6,1,2,8,8,2,1.114000000000004
7,4,2,8,8,0,5.805000000000003
10,3,2,9,7,1,-9.673
8,2,0,7,10,2,-2.0440000000000005
7,2,0,6,7,3,-4.853999999999997
6,1,3,7,6,2,-3.7769999999999957
7,3,0,10,9,2,7.031000000000006
6,4,1,8,6,2,5.719000000000003
7,4,3,10,7,0,6.690000000000005
10,5,3,8,8,2,-4.978999999999999
10,5,3,6,8,0,-6.7010000000000005
6,1,2,9,9,2,4.142000000000005
9,4,2,6,6,3,-9.868
9,5,3,8,9,0,1.740000000000002
7,2,0,7,10,2,1.9950000000000025
10,1,1,8,7,3,-17.000000000000007
7,3,0,8,8,2,2.629000000000005
10,5,1,6,8,3,-7.822000000000001
7,1,3,7,6,1,-7.302999999999992
8,2,1,8,9,2,-2.5329999999999977
10,1,0,9,10,3,-10.455000000000004
7,3,3,7,10,1,4.449000000000005
10,2,3,6,9,1,-13.264000000000001
7,3,2,7,7,3,-1.3299999999999952
10,4,2,7,8,1,-8.199
10,4,2,6,9,0,-7.406000000000002
10,1,3,6,10,0,-13.665000000000006
7,1,2,10,7,3,-2.3439999999999928
7,1,3,8,10,2,0.17400000000000637
6,2,1,9,6,2,1.9570000000000023
6,1,0,7,10,2,3.466000000000003
7,3,0,6,9,3,1.0220000000000034
7,2,0,7,9,1,0.8540000000000026
6,3,1,10,6,3,5.386000000000005
10,4,1,8,9,2,-5.475000000000001
7,4,3,8,10,3,7.365000000000004
6,4,1,10,6,0,9.493000000000004
9,3,2,8,6,2,-9.174999999999997
9,3,1,7,9,1,-4.865
10,5,3,7,8,0,-5.326999999999998
9,3,1,7,9,1,-4.865
8,2,2,9,7,2,-4.675999999999997
10,4,1,8,7,3,-9.296000000000001
6,1,3,9,7,1,1.1380000000000052
8,2,0,6,7,1,-7.866999999999999
6,5,2,8,10,3,14.181000000000003
8,2,3,8,6,3,-8.425999999999997
8,2,1,6,6,1,-9.729999999999999
9,1,0,6,7,0,-13.961000000000002
10,2,3,8,10,2,-9.375
10,2,0,10,8,2,-9.307999999999996
9,3,1,10,9,2,-1.255999999999997
8,2,1,10,9,3,-0.29799999999999693
6,3,0,8,7,0,6.040000000000003
10,1,1,8,7,3,-17.000000000000007
6,4,0,7,8,1,8.375000000000002
10,5,2,6,10,1,-3.697000000000001
7,4,3,8,10,0,8.904000000000003
10,4,3,8,8,3,-8.06
6,4,3,10,6,0,9.075000000000003
7,5,3,8,10,0,11.472000000000005
7,4,0,8,6,3,1.3760000000000026
6,5,3,7,10,3,12.598
9,2,0,7,6,0,-11.673000000000002
9,1,1,6,6,0,-15.824000000000005
7,3,1,8,6,1,-0.3749999999999948
8,2,3,9,9,1,-1.0639999999999965
10,3,0,6,9,3,-11.095
9,1,0,10,10,2,-4.529
8,3,2,9,7,3,-2.6209999999999956
8,5,3,9,6,2,1.1650000000000043
8,2,1,7,7,0,-6.1889999999999965
10,4,0,9,9,3,-4.405000000000003
9,3,3,6,8,3,-9.336999999999998
7,1,3,10,6,1,-3.180999999999992
10,1,2,9,8,1,-13.155000000000003
6,2,1,7,8,1,3.030000000000001
6,1,0,6,6,1,-4.0109999999999975
8,2,1,6,9,0,-4.254999999999999
7,2,0,10,6,1,0.014000000000004564
7,1,0,8,8,0,-1.4809999999999945
9,1,1,6,6,2,-16.850000000000005
8,2,0,7,6,3,-9.173
6,3,2,7,10,0,9.210000000000003
7,2,1,8,9,1,2.0190000000000037
6,5,3,10,6,0,11.643000000000002
7,3,0,8,6,2,-0.6789999999999952
9,5,3,10,7,0,1.1800000000000033
8,4,2,6,6,2,-5.315999999999999
6,3,3,9,8,2,7.4150000000000045
9,2,0,7,7,3,-11.558000000000002
6,1,3,7,7,3,-2.635999999999996
9,5,3,6,9,2,-2.033999999999999
8,1,2,7,9,0,-5.657999999999998
8,5,0,9,6,3,1.279000000000003
10,1,3,8,8,0,-14.225000000000005
7,3,0,9,8,0,5.029000000000005
6,3,0,6,7,1,2.7790000000000017
10,2,1,7,6,2,-16.947
7,1,2,10,10,0,4.157000000000007
8,5,0,6,8,1,1.4910000000000014
7,4,3,7,8,2,3.1960000000000033
10,5,2,7,10,1,-2.323000000000002
6,3,1,6,10,2,7.019000000000002
10,3,3,10,8,0,-6.341000000000001
8,2,1,7,8,3,-6.073999999999996
10,4,2,8,7,3,-9.505
8,1,3,8,9,2,-5.518999999999995
8,2,3,7,7,0,-6.606999999999996
9,4,0,8,6,2,-6.189
9,5,1,10,7,1,1.0850000000000026
8,2,1,8,9,0,-1.506999999999998
7,4,2,9,8,3,5.640000000000004
7,4,1,10,9,3,8.877000000000004
6,4,0,9,8,0,11.636000000000003
10,1,2,10,9,2,-10.64
9,4,3,6,8,0,-5.23
8,5,2,7,7,2,0.2800000000000027
10,4,1,6,7,3,-12.044000000000002
6,4,0,7,7,1,6.721000000000002
8,3,2,10,9,3,2.061000000000005
9,5,1,6,10,2,0.038000000000000034
6,5,0,9,7,0,12.550000000000002
10,1,0,9,8,3,-13.763000000000003
10,2,1,8,7,2,-13.919
7,3,2,8,8,3,1.6980000000000053
9,4,2,6,10,2,-2.7390000000000008
7,3,0,6,9,1,2.0480000000000036
7,3,1,7,8,2,1.0460000000000045
8,5,1,10,9,1,8.432000000000004
9,5,0,10,9,0,5.115000000000002
6,3,0,7,8,1,5.807000000000002
10,5,0,7,7,0,-6.354000000000003
6,3,3,10,10,0,13.123000000000005
9,5,0,8,6,2,-3.6209999999999987
7,2,3,6,10,2,-0.005999999999996897
10,1,3,10,10,1,-8.682000000000004
8,1,2,6,6,2,-13.019999999999996
7,1,2,7,8,0,-3.272999999999996
6,3,0,7,7,1,4.153000000000002
9,1,0,10,9,2,-6.183
9,4,1,9,9,1,0.4510000000000004
6,4,2,10,9,1,13.733000000000004
10,3,2,9,9,2,-6.878
7,4,3,7,10,2,6.504000000000003
10,1,3,9,7,0,-14.505000000000006
6,2,0,9,7,0,4.846000000000002
8,1,1,7,7,2,-9.782999999999994
7,4,3,9,8,3,5.4310000000000045
6,3,0,8,6,1,3.873000000000003
8,1,1,9,6,1,-8.175999999999997
10,4,0,6,10,2,-6.360000000000003
8,4,1,6,10,3,0.996
10,4,1,8,9,0,-4.449000000000002
9,5,2,8,8,2,-0.7309999999999983
8,2,1,7,8,0,-4.534999999999997
8,2,1,6,10,2,-3.626999999999999
8,2,1,8,9,2,-2.5329999999999977
10,1,0,9,9,1,-11.083000000000004
9,4,2,6,9,1,-3.880000000000001
10,2,3,8,6,1,-15.478
9,1,1,10,10,0,-3.7120000000000033
10,1,2,9,8,2,-13.668000000000003
10,1,3,10,7,0,-13.131000000000004
6,1,2,7,7,2,-1.9139999999999964
10,1,2,6,10,2,-14.482000000000003
6,4,0,8,10,1,13.057000000000002
6,5,3,10,9,2,15.579000000000004
10,5,3,7,7,1,-7.493999999999998
6,3,0,10,9,0,12.096000000000004
10,3,3,7,8,1,-10.976
9,2,2,6,9,0,-8.503
6,4,3,7,8,3,6.722000000000001
7,5,3,8,8,2,7.138000000000005
9,1,2,6,8,0,-12.725000000000001
9,2,1,10,8,1,-4.964999999999998
9,2,0,7,6,0,-11.673000000000002
8,4,2,8,6,1,-2.054999999999998
6,3,3,8,8,0,7.067000000000004
6,2,1,7,9,1,4.684000000000001
7,2,3,10,9,0,4.862000000000005
9,5,3,8,6,1,-3.7349999999999977
9,2,3,9,8,1,-6.757
7,3,3,6,7,1,-1.8869999999999951
6,1,2,8,6,3,-2.706999999999996
8,2,3,7,6,3,-9.799999999999995
7,5,1,8,8,2,7.5560000000000045
10,5,3,10,7,0,-2.858999999999998
8,5,3,7,9,0,4.405000000000003
6,3,2,10,6,1,6.203000000000005
8,4,2,10,10,1,7.309000000000003
9,4,1,7,8,2,-4.464000000000002
9,5,3,8,9,3,0.20100000000000184
9,5,0,8,10,0,4.021000000000001
6,1,0,6,9,2,0.43800000000000217
7,3,0,9,6,3,0.18200000000000527
6,3,3,7,7,0,4.039000000000003
10,5,3,8,8,3,-5.491999999999999
10,4,1,9,7,2,-7.408999999999999
9,4,1,7,8,2,-4.464000000000002
6,1,2,8,9,1,3.281000000000004
6,1,0,7,7,0,-0.4699999999999971
6,4,2,9,10,2,13.500000000000004
10,1,3,6,9,3,-16.858000000000008
6,1,0,7,9,2,1.8120000000000027
10,3,2,10,8,0,-6.131999999999998
6,5,2,8,6,0,9.104000000000003
8,2,3,8,8,3,-5.117999999999997
6,2,1,9,6,3,1.4440000000000022
10,5,0,9,10,2,0.32999999999999985
6,2,0,6,6,1,-1.4429999999999996
8,2,0,6,7,3,-8.892999999999999
9,3,0,9,10,1,-0.25399999999999967
7,3,1,8,6,3,-1.400999999999995
6,3,3,7,8,1,5.180000000000003
8,3,1,9,8,0,0.7810000000000041
8,1,2,8,10,2,-3.6559999999999953
9,2,3,9,8,2,-7.27
7,1,1,8,9,3,-1.5749999999999944
7,5,1,10,9,3,11.445000000000006
8,5,2,7,8,2,1.9340000000000026
8,5,1,8,9,0,6.197000000000003
9,4,2,6,8,1,-5.534000000000001
10,3,3,6,8,3,-13.376000000000003
10,2,2,10,7,3,-11.892999999999995
6,5,3,6,6,3,4.6080000000000005
7,1,1,7,8,3,-4.602999999999993
10,4,0,10,10,0,0.16199999999999903
7,5,3,9,8,2,8.512000000000006
8,1,3,6,9,2,-8.266999999999996
9,4,1,10,10,0,3.992000000000001
8,3,2,9,8,3,-0.9669999999999956
10,3,1,7,6,3,-14.892000000000001
8,4,1,8,7,2,-0.7049999999999985
8,4,1,6,8,0,-0.7729999999999997
9,4,2,8,10,0,1.0350000000000001
8,4,1,6,6,1,-4.593999999999999
6,1,1,7,8,3,-0.563999999999997
8,4,0,7,10,1,3.6050000000000004
8,2,3,9,6,0,-5.512999999999996
8,4,1,7,10,0,3.9090000000000007
6,5,2,7,9,1,12.179000000000002
6,3,0,8,10,0,11.002000000000002
10,3,2,6,6,1,-15.449
10,3,1,9,8,1,-7.810000000000004
6,3,2,7,10,1,8.697000000000003
9,2,1,9,10,2,-3.5440000000000005
10,1,0,10,7,2,-13.530000000000001
9,2,2,8,8,3,-8.947999999999999
9,1,0,8,9,3,-9.444
10,1,1,8,8,2,-14.833000000000006
10,2,1,10,10,2,-6.209
9,4,3,7,9,0,-2.2020000000000017
7,3,3,9,8,3,2.863000000000006
9,3,3,9,10,1,-0.880999999999995
10,4,1,8,9,2,-5.475000000000001
9,3,1,9,10,3,-1.4889999999999959
